gene_id	gene_name	KO.F_1	KO.F_2	KO.M_1	KO.M_2	WT.F_1	WT.F_2	WT.M_1	WT.M_2
ENSMUSG00000032215	Rsl24d1	62.430104	65.207376	56.58077	58.154152	59.549103	56.023006	61.72146	57.61224
ENSMUSG00000032216	Nedd4	0.329339	0.677571	0.236742	0.111345	0.126952	0.224189	0.127	0.068039
ENSMUSG00000032217	Rnf111	33.925079	33.715242	35.641931	31.263925	29.410506	30.37583	29.637416	31.497322
ENSMUSG00000032218	Ccnb2	160.786631	152.652599	149.239099	178.194107	158.551374	158.12477	149.650498	158.199595
ENSMUSG00000032220	Myo1e	24.041504	23.854156	26.84265	25.368732	70.262228	55.756837	53.00833	66.864505
ENSMUSG00000032221	Mns1	12.086235	9.099251	5.406293	10.382024	13.57096	12.756786	11.652286	14.520499
ENSMUSG00000032224	Fam81a	0	0	0	0	0	0	0	0
ENSMUSG00000032226	Gcnt3	0	0	0	0	0	0	0	0
ENSMUSG00000032228	Tcf12	47.806389	50.72214	45.042408	49.10554	51.327755	52.717007	46.589775	49.939164
ENSMUSG00000032231	Anxa2	980.552018	1001.080584	1040.225169	1007.703023	1035.50963	883.586364	959.992581	977.584218
ENSMUSG00000032232	Cgnl1	85.327959	67.687933	108.364622	47.442086	28.702915	24.354937	23.63074	25.124523
ENSMUSG00000032235	Ice2	7.306449	5.467458	5.93205	6.231028	6.381956	5.051365	5.474792	5.769326
ENSMUSG00000032238	Rora	1.043101	1.035233	0.831858	2.330635	2.229222	1.794151	1.770765	1.953877
ENSMUSG00000032239	Rp9	57.606498	59.510632	59.381794	60.669378	47.061232	47.526573	46.403879	42.047804
ENSMUSG00000032243	Itga11	0	0	0	0	0	0	0	0
ENSMUSG00000032244	Fem1b	18.597899	17.060214	16.340951	21.497492	24.766943	26.572044	25.749287	26.413761
ENSMUSG00000032245	Cln6	79.806915	75.251247	81.192432	96.729735	62.722483	68.779563	60.791871	70.060801
ENSMUSG00000032246	Calml4	0.277379	0.608662	0	0.241464	0	1.075039	0.910594	0.346002
ENSMUSG00000032249	Anp32a	385.306757	341.355747	375.714172	369.717686	282.397314	260.420737	282.694031	277.385129
ENSMUSG00000032251	Irak1bp1	0.687761	1.217248	0.781909	0.93977	1.290483	2.597985	1.558239	1.37031
ENSMUSG00000032252	Glce	14.174074	17.376424	15.32406	14.985048	12.602846	12.71364	10.432177	11.789935
ENSMUSG00000032253	Phip	33.528951	38.571656	39.670057	34.741754	29.460242	31.371966	27.279135	32.968176
ENSMUSG00000032254	Kif23	255.003489	224.694689	238.874564	272.070132	160.721523	154.772904	158.423947	171.257033
ENSMUSG00000032257	Ankk1	0	0	0	0	0	0	0	0
ENSMUSG00000032258	Lca5	12.527601	11.848929	12.1474	11.980178	11.573487	8.170111	7.443997	9.196359
ENSMUSG00000032259	Drd2	0	0	0	0	0	0	0	0
ENSMUSG00000032261	Sh3bgrl2	2.507411	3.170293	8.899861	9.677192	17.226056	17.900092	6.688619	14.589559
ENSMUSG00000032262	Elovl4	0.034471	0.028273	0.068599	0	0	0.030157	0	0.096145
ENSMUSG00000032263	Bckdhb	8.19246	11.06069	7.299482	8.969794	11.249248	9.500197	8.747557	10.363287
ENSMUSG00000032264	Zw10	30.821668	30.175299	32.089347	32.69048	29.840603	32.782288	29.249113	33.694691
ENSMUSG00000032265	Tent5a	22.507746	21.35101	23.670746	15.888956	10.835207	12.47469	7.982103	8.866639
ENSMUSG00000032267	Usp28	9.280123	13.68591	9.441768	12.48601	10.28277	13.433743	11.734638	8.838936
ENSMUSG00000032268	Tmprss5	0	0	0	0	0	0	0	0
ENSMUSG00000032269	Htr3a	0	0	0	0	0	0	0	0
ENSMUSG00000032271	Nnmt	0	0	0	0	0	0	0	0
ENSMUSG00000032274	Cyp19a1	0	0	0	0	0	0	0	0
ENSMUSG00000032278	Paqr5	0.53286	0.363262	0.09285	0.135209	0.047963	0.108852	0.085446	0.080123
ENSMUSG00000032279	Idh3a	83.92693	76.814061	76.480995	70.514877	87.234675	89.342839	96.24864	86.930285
ENSMUSG00000032280	Tle3	31.062292	35.591042	32.898427	34.932129	23.419592	26.213004	20.526626	23.929537
ENSMUSG00000032281	Acsbg1	6.338225	5.316688	5.052429	3.131171	5.94256	8.285919	10.85355	7.667469
ENSMUSG00000032285	Dnaja4	0.206677	0.82342	0.102826	0.209646	0.345289	0.933569	0.61276	0
ENSMUSG00000032288	Imp3	59.056154	59.981197	65.125512	68.5806	65.861522	67.556825	69.687844	60.858711
ENSMUSG00000032289	Thsd4	0.400145	0	0.011617	0	0.032364	0.055107	0.020812	0.019513
ENSMUSG00000032290	Ptpn9	23.631043	24.062911	21.446024	28.536262	24.67857	22.190228	21.627402	25.282087
ENSMUSG00000032291	Crabp1	0	0	0	0	0	0	0	0
ENSMUSG00000032292	Nr2e3	0	0	0	0	0	0	0	0
ENSMUSG00000032293	Ireb2	31.489321	31.622325	34.247979	32.565256	33.783464	34.698484	32.212053	32.843107
ENSMUSG00000032294	Pkm	3314.306962	3211.583431	4531.241838	2443.940605	3145.687411	2944.45061	3071.083657	3089.033171
ENSMUSG00000032295	Man2c1	46.474511	52.020038	60.070993	49.590097	44.233757	47.520879	46.343895	41.327058
ENSMUSG00000032297	Celf6	0	0	0	0	0	0	0	0
ENSMUSG00000032298	Neil1	7.591479	7.346481	6.254758	10.198365	5.739715	7.314493	4.409479	5.907796
ENSMUSG00000032299	Commd4	74.040757	81.08012	79.258913	88.921078	77.466493	78.11051	71.524763	84.605344
ENSMUSG00000032300	1700017B05Rik	46.057315	46.3378	62.10561	49.396003	52.947077	65.993751	61.463819	65.389481
ENSMUSG00000032301	Psma4	229.812676	231.549482	213.458643	191.136451	212.218783	210.471823	208.078369	202.978414
ENSMUSG00000032303	Chrna3	0	0	0	0.020246	0	0	0	0
ENSMUSG00000032305	Fam219b	16.73838	19.404742	27.881878	16.075046	14.029688	26.933505	20.70075	14.936251
ENSMUSG00000032306	Mpi	22.910528	19.701963	23.189371	15.540253	22.028073	17.176026	20.433005	19.972447
ENSMUSG00000032307	Ube2q2	38.61196	37.721324	43.167551	39.787769	39.362985	37.825874	37.741285	41.33075
ENSMUSG00000032308	Ulk3	9.741245	7.940873	7.815372	10.849052	7.263824	8.0596	7.999126	6.850311
ENSMUSG00000032309	Fbxo22	34.134711	35.563064	36.542578	30.93579	37.36871	34.786598	37.887434	39.306028
ENSMUSG00000032310	Cyp1a2	0	0	0	0	0	0	0	0
ENSMUSG00000032311	Nrg4	0.955066	1.305658	0.113794	0.237468	0.510268	0.250093	1.249198	0.738393
ENSMUSG00000032312	Csk	204.939218	232.10947	203.78678	229.009226	179.816174	182.286661	168.418496	186.122474
ENSMUSG00000032313	Tmem266	0	0	0	0	0	0	0.045539	0
ENSMUSG00000032314	Etfa	89.687942	83.303669	83.203622	92.718489	94.355668	93.641616	87.278273	89.590626
ENSMUSG00000032315	Cyp1a1	0.079652	0	0	0	0	0	0	0
ENSMUSG00000032316	Clk3	46.086073	50.8309	54.176986	48.758319	45.410596	46.968542	44.54263	40.876025
ENSMUSG00000032318	Isl2	0	0.117701	0	0	0	0	0.142284	0
ENSMUSG00000032320	Rcn2	53.57701	52.150132	49.211627	54.222859	61.039933	58.628266	51.693607	50.447114
ENSMUSG00000032322	Pstpip1	133.878178	143.931676	147.439207	138.469296	108.396614	107.090999	109.906391	106.810595
ENSMUSG00000032323	Cyp11a1	0	0	0	0	0	0	0	0
ENSMUSG00000032324	Tspan3	32.873328	32.639154	34.723731	35.609987	55.879091	51.503098	50.760375	55.982216
ENSMUSG00000032327	Stra6	0	0	0	0	0	0	0	0
ENSMUSG00000032328	Tmem30a	102.919762	100.798941	107.712298	110.426482	100.183661	105.061504	102.572103	101.798417
ENSMUSG00000032329	Hmg20a	18.395004	21.432207	20.76109	21.417688	19.13004	19.956191	18.834243	20.286693
ENSMUSG00000032330	Cox7a2	203.161892	213.341007	206.11638	199.305925	248.923313	244.430904	253.118134	224.372262
ENSMUSG00000032332	Col12a1	0	0	0	0	0.00768	0	0.008522	0
ENSMUSG00000032333	Stoml1	14.144727	13.826632	11.712283	11.273782	10.764043	7.63378	7.028161	9.817394
ENSMUSG00000032334	Loxl1	0	0	0	0	0	0	0	0
ENSMUSG00000032336	Nptn	349.468849	342.746765	375.59175	353.806541	444.482409	442.443997	437.486181	477.313665
ENSMUSG00000032338	Hcn4	0	0	0	0	0	0	0	0
ENSMUSG00000032340	Neo1	0.3199	0.277591	0.386118	0.064658	0.898727	0.867481	1.545654	1.185875
ENSMUSG00000032342	Mto1	23.051374	21.478343	22.697039	21.199993	23.889379	22.804158	21.659544	22.863465
ENSMUSG00000032343	Impg1	0	0	0	0	0	0	0	0
ENSMUSG00000032344	Cgas	20.789756	21.903533	24.433104	20.84553	22.631592	22.492259	22.968875	21.305575
ENSMUSG00000032346	Ooep	0	0	0	0	0	0	0	0
ENSMUSG00000032348	Gsta4	0.364445	0.280817	0	0.211367	0.843789	0.74241	0.601557	0.677938
ENSMUSG00000032349	Elovl5	70.806483	68.894314	58.383313	77.387819	60.018105	60.768345	55.158585	54.932829
ENSMUSG00000032350	Gclc	52.285217	48.265788	60.091235	43.868839	45.070444	48.361499	52.899025	53.6065
ENSMUSG00000032352	Lrrc1	0.486689	0.681533	0.689852	0.624057	0.452729	0.46288	0.524525	0.430399
ENSMUSG00000032353	Tmed3	54.715553	54.392639	62.407904	57.778405	58.053207	59.360918	57.414308	56.388287
ENSMUSG00000032355	Mlip	0	0	0	0	0	0	0	0
ENSMUSG00000032356	Rasgrf1	0.046087	0.017407	0.042235	0.021621	0	0	0	0.133673
ENSMUSG00000032357	Tinag	0	0	0	0	0	0	0	0
ENSMUSG00000032358	Fam83b	0	0	0	0	0	0	0	0
ENSMUSG00000032359	Ctsh	511.981779	439.628169	605.949778	314.829488	126.130443	146.013637	175.011344	167.898283
ENSMUSG00000032360	Hcrtr2	0	0	0	0	0	0	0	0
ENSMUSG00000032363	Adamts7	0.073692	0.030957	0	0	0	0	0	0.038884
ENSMUSG00000032366	Tpm1	36.602679	38.881894	35.941375	46.910461	79.159837	79.072727	70.207167	68.527095
ENSMUSG00000032368	Zic1	0	0	0	0	0	0	0	0
ENSMUSG00000032369	Plscr1	18.233118	18.681575	15.399221	20.397641	22.38562	23.483752	22.276749	21.948416
ENSMUSG00000032370	Lactb	43.504598	46.450924	41.801603	44.922974	37.918292	36.765474	36.383153	33.07548
ENSMUSG00000032372	Plscr2	0.091564	0	0	0	0	0	0	0
ENSMUSG00000032373	Car12	0.357629	0.236634	0.027985	0.048899	0.401545	0.024607	0.250937	0.130724
ENSMUSG00000032374	Plod2	0.509094	0.481457	0.279044	1.001696	1.494591	1.429822	0.695043	0.701049
ENSMUSG00000032375	Aph1b	12.431503	10.505403	7.744877	8.120575	5.365149	5.856195	4.354097	5.207575
ENSMUSG00000032376	Usp3	58.70626	52.699068	61.768602	38.531017	37.470351	38.002576	36.240807	41.476593
ENSMUSG00000032377	Plscr4	4.413635	4.300388	4.467608	4.547163	5.75302	4.305086	3.029055	4.412257
ENSMUSG00000032380	Dapk2	0	0.112563	0.146159	0.059705	0	0	0	0
ENSMUSG00000032381	Ciao2a	256.594753	238.167836	246.245913	227.079941	234.315809	216.507292	237.176372	226.802825
ENSMUSG00000032382	Snx1	249.625139	233.120204	256.226583	233.374136	235.928976	217.721439	221.089855	229.42766
ENSMUSG00000032383	Ppib	431.671735	422.019693	401.78721	374.144225	388.76731	378.245257	383.524596	381.653237
ENSMUSG00000032384	Csnk1g1	13.265481	10.476226	12.819348	9.483965	9.844468	11.208683	12.630554	12.601971
ENSMUSG00000032386	Trip4	18.869917	18.040326	20.562705	20.809976	20.243616	20.216724	20.475037	20.081597
ENSMUSG00000032387	Rbpms2	0	0	0	0	0.092305	0.094027	0	0.149967
ENSMUSG00000032388	Spg21	71.484452	80.435218	78.435967	70.819071	71.144217	78.102053	70.911102	74.305912
ENSMUSG00000032392	Parp16	1.949507	1.97391	2.296936	3.131004	4.206232	4.067906	4.108676	3.921547
ENSMUSG00000032393	Dpp8	70.084245	73.085398	67.468498	65.407847	67.361468	69.784042	67.744046	69.410593
ENSMUSG00000032394	Igdcc3	0	0	0	0	0	0	0	0
ENSMUSG00000032396	Dis3l	18.953302	18.75838	20.337952	18.304943	18.867289	17.381902	19.118286	19.533434
ENSMUSG00000032397	Tipin	105.584995	124.5078	103.084648	117.362526	118.376892	124.871749	111.508976	113.01663
ENSMUSG00000032398	Snapc5	55.974769	49.358517	50.858041	47.237609	50.110327	43.567576	53.255002	50.420839
ENSMUSG00000032399	Rpl4	1311.407142	1360.74706	1165.125182	1363.070465	1288.077061	1224.138034	1286.404332	1209.854282
ENSMUSG00000032400	Zwilch	24.549827	36.830592	26.715801	40.441651	38.380616	36.016699	31.307969	35.844281
ENSMUSG00000032401	Lctl	0	0	0	0	0	0	0	0
ENSMUSG00000032402	Smad3	3.93297	6.060214	3.528554	4.010919	3.224055	3.625205	6.682309	5.64175
ENSMUSG00000032403	2300009A05Rik	15.297107	16.790339	22.511922	16.173622	16.996847	18.699721	16.578287	15.677977
ENSMUSG00000032405	Pias1	36.667351	32.837413	38.589087	39.340162	37.437496	32.564125	35.823506	32.14656
ENSMUSG00000032407	U2surp	51.098239	54.346093	54.810491	57.212078	56.995281	58.765055	57.644151	55.383971
ENSMUSG00000032409	Atr	9.356981	9.514357	9.382665	10.708373	10.755763	10.295463	9.467634	9.368732
ENSMUSG00000032410	Xrn1	17.111231	16.405776	17.868608	18.662379	17.808611	17.57049	15.178513	17.152108
ENSMUSG00000032411	Tfdp2	17.801065	16.750727	15.688743	22.341932	17.110692	19.68255	11.684976	14.792157
ENSMUSG00000032412	Atp1b3	258.500607	261.082257	298.756307	235.301354	220.176205	224.899853	207.243238	221.2997
ENSMUSG00000032413	Rasa2	23.88097	26.134293	33.158108	24.431965	17.28887	18.564094	15.327806	13.53707
ENSMUSG00000032415	Ube2cbp	1.327061	1.780432	1.079897	1.626114	0.930486	1.107548	0.717407	0.953515
ENSMUSG00000032417	Rwdd2a	7.15037	6.421342	6.566573	5.053402	4.630755	3.858268	5.493767	4.605562
ENSMUSG00000032418	Me1	7.916989	7.263911	13.821999	4.597954	13.222213	15.061809	17.209728	13.790179
ENSMUSG00000032419	Tbx18	0	0	0	0	0	0	0	0
ENSMUSG00000032420	Nt5e	21.425625	10.354724	43.327138	15.964087	2.33968	6.585495	9.760023	5.782243
ENSMUSG00000032422	Snx14	33.060939	31.570092	34.615342	37.031961	26.904229	27.848367	24.448623	26.095842
ENSMUSG00000032423	Syncrip	149.094325	157.589875	145.520566	163.152894	179.266404	169.22863	158.159451	188.800216
ENSMUSG00000032425	Zfp949	3.515971	4.280892	4.10752	4.436508	3.901853	3.576198	3.030392	2.410273
ENSMUSG00000032431	Crtap	45.652575	31.399937	39.430673	56.072313	56.22684	47.130145	52.509019	55.812034
ENSMUSG00000032434	Cmtm6	82.321462	81.672459	74.515325	64.101479	47.810064	52.2875	52.053679	52.42587
ENSMUSG00000032435	Dync1li1	47.134232	48.509447	49.872143	48.054393	51.360379	48.164236	51.167171	54.147761
ENSMUSG00000032436	Cmtm7	241.726841	253.889615	241.429133	198.177894	198.564583	182.963726	200.168054	203.210196
ENSMUSG00000032437	Stt3b	95.148989	97.113422	93.208077	86.699229	110.429119	108.673534	100.645341	109.141129
ENSMUSG00000032440	Tgfbr2	76.826917	45.484709	163.199586	120.691851	42.063672	144.861099	139.524276	141.200558
ENSMUSG00000032446	Eomes	0	0	0	0	0	0	0	0
ENSMUSG00000032449	Slc25a36	40.514907	40.540359	43.482813	39.48073	41.638607	37.985863	35.688794	36.719212
ENSMUSG00000032451	Trim42	0	0	0	0	0	0	0	0
ENSMUSG00000032452	Clstn2	0	0	0	0	0	0	0	0
ENSMUSG00000032454	Rbp2	0	0	0	0	0	0	0	0
ENSMUSG00000032456	Nmnat3	4.388422	4.267655	6.490654	4.49044	5.707278	5.60935	5.480433	6.945633
ENSMUSG00000032458	Copb2	99.724832	102.246675	98.682798	94.63826	111.540677	106.291485	106.505108	112.865205
ENSMUSG00000032459	Mrps22	23.685654	25.668609	23.138453	22.495113	29.000699	30.537703	31.920221	26.005563
ENSMUSG00000032462	Pik3cb	20.713097	19.537113	25.333926	26.435566	37.230989	34.6661	39.796704	40.974782
ENSMUSG00000032463	Faim	47.775297	49.35253	45.769288	43.429089	52.632407	51.30346	54.883003	56.355374
ENSMUSG00000032468	Armc8	15.438608	15.688808	16.127267	17.112563	18.67728	16.690374	17.425685	17.231375
ENSMUSG00000032469	Dbr1	19.789512	20.304492	20.297494	17.799313	19.305505	23.018668	23.065865	22.74486
ENSMUSG00000032470	Mras	0.365886	0.962036	0.48807	2.15917	0.668882	0.681247	0.666422	1.187878
ENSMUSG00000032473	Cldn18	0	0	0	0	0	0	0	0
ENSMUSG00000032475	Nck1	44.93634	42.298492	42.260001	35.369959	30.21649	36.562925	29.893322	36.184457
ENSMUSG00000032477	Cdc25a	24.748946	24.373484	23.688274	22.850174	26.033787	26.854883	28.512057	27.304131
ENSMUSG00000032478	Nme6	15.889126	18.198065	14.33897	12.030492	26.848996	22.733462	28.130991	25.535504
ENSMUSG00000032479	Map4	128.089724	124.159133	126.398769	136.256706	136.123254	132.552467	121.791954	126.296466
ENSMUSG00000032480	Dhx30	34.792398	28.991416	27.643406	30.199809	34.641046	36.711151	29.87205	32.065995
ENSMUSG00000032481	Smarcc1	56.273504	56.084934	53.923165	52.904651	56.654851	61.648472	58.977111	61.39484
ENSMUSG00000032482	Cspg5	0.151268	0.059243	0	0	0.529266	0.022167	0.21485	0.268816
ENSMUSG00000032484	Ngp	42.338009	95.088105	45.969413	24.523138	21.752901	29.265347	17.791841	5.797896
ENSMUSG00000032485	Scap	37.902223	42.364068	45.23134	29.928123	33.126868	33.482445	33.419941	38.200365
ENSMUSG00000032487	Ptgs2	0.364327	0.709832	0.634536	0.475113	1.334233	1.275323	1.7385	2.79741
ENSMUSG00000032489	Kif9	0.455369	0.458143	0.481181	1.051867	0.85059	0.565641	0.694543	0.463919
ENSMUSG00000032491	Nradd	4.124439	2.570469	4.638184	5.467195	3.552342	4.933521	4.111974	2.722037
ENSMUSG00000032492	Pth1r	0.144249	0.03943	0.143499	0.125429	0.436382	0.252317	0	0.223536
ENSMUSG00000032493	Prss44	0	0	0	0	0	0	0	0
ENSMUSG00000032494	Tdgf1	0	0	0	0	0	0	0	0
ENSMUSG00000032495	Lrrc2	0	0	0	0	0	0	0	0
ENSMUSG00000032496	Ltf	10.686815	28.38586	12.326591	4.982153	6.530097	5.575037	5.515232	1.692916
ENSMUSG00000032497	Lrrfip2	80.035161	72.846424	69.285584	63.171072	75.672248	70.030171	69.45108	68.452157
ENSMUSG00000032498	Mlh1	15.280036	13.017121	15.603921	14.622838	12.797753	10.044514	6.880369	10.188924
ENSMUSG00000032500	Dclk3	0.103266	0	0	0	0	0	0	0
ENSMUSG00000032501	Trib1	20.420942	21.7102	24.205216	21.421396	14.274279	15.414128	22.345074	22.389167
ENSMUSG00000032502	Stac	0.141456	0	0	0	0	0	0	0
ENSMUSG00000032503	Arpp21	0	0	0	0	0	0	0	0
ENSMUSG00000032504	Pdcd6ip	172.145611	180.060708	163.979177	173.601456	167.479281	171.855685	174.772625	170.879954
ENSMUSG00000032507	Fbxl2	10.24066	6.939419	10.634208	9.176392	7.397832	7.161876	4.259789	6.489599
ENSMUSG00000032508	Myd88	76.860145	85.138536	92.202064	59.859453	69.550842	68.854721	67.751731	70.242574
ENSMUSG00000032511	Scn5a	0	0	0	0	0	0	0	0
ENSMUSG00000032512	Wdr48	37.359016	37.23623	33.465746	42.06536	42.909118	42.246902	42.353875	39.496047
ENSMUSG00000032513	Gorasp1	15.253161	9.853127	10.463357	8.307956	14.709552	10.532324	13.580595	10.898767
ENSMUSG00000032514	Ttc21a	0.154575	0.364324	0.175533	0.166266	0.22492	0.242282	0.061301	0.18081
ENSMUSG00000032515	Csrnp1	8.116223	9.101089	8.705846	11.193527	7.457877	8.968785	10.48732	7.284424
ENSMUSG00000032517	Mobp	0	0	0	0	0	0	0	0
ENSMUSG00000032518	Rpsa	1922.587423	1993.867476	1605.361184	2040.98532	1807.063407	1827.784688	1753.030175	1635.377099
ENSMUSG00000032519	Slc25a38	23.522414	25.496505	28.637915	26.937361	18.176829	19.441399	20.738242	18.095173
ENSMUSG00000032523	Hhatl	0	0	0	0	0	0	0	0
ENSMUSG00000032525	Nktr	75.001941	73.538632	84.53128	78.427806	76.242442	78.247949	69.250811	72.248454
ENSMUSG00000032526	Ss18l2	23.395193	23.593994	19.318537	19.675252	26.712213	26.133313	26.766527	31.769103
ENSMUSG00000032527	Pccb	16.659305	18.175095	18.341458	18.119788	18.433358	17.202659	18.980342	15.116433
ENSMUSG00000032528	Vipr1	0.618224	0.388837	2.727844	0.985361	0.301867	0.450875	0.449543	0.344848
ENSMUSG00000032530	Lyzl4	1.050626	1.097892	2.342365	2.041331	3.991975	3.773649	2.392485	2.010263
ENSMUSG00000032531	Amotl2	0	0	0.05875	0	0	0.025829	0	0
ENSMUSG00000032532	Cck	0	0.372349	0	0.164341	0.70802	0	0	0
ENSMUSG00000032534	Cep63	16.312851	17.910206	13.811638	13.532148	14.373258	20.053903	13.255615	12.8951
ENSMUSG00000032536	Trak1	40.584714	43.094523	43.113197	44.783189	44.370558	43.335216	43.026604	43.172067
ENSMUSG00000032537	Ephb1	0	0	0	0	0	0	0	0
ENSMUSG00000032540	Abhd5	60.656681	59.067682	68.108669	64.216115	77.58688	81.675188	92.080265	87.952162
ENSMUSG00000032547	Ryk	0.218336	0.238768	0.181037	0.238446	0.58925	0.499745	0.396833	0.880659
ENSMUSG00000032548	Slco2a1	0	0	0	0	0.042784	0	0	0
ENSMUSG00000032549	Rab6b	1.975647	0.033077	1.84594	0.105158	0.124339	0.194076	0.099949	1.180738
ENSMUSG00000032551	1110059G10Rik	21.575962	20.572265	17.642321	20.586128	17.220206	17.27579	20.799613	12.976282
ENSMUSG00000032553	Srprb	38.227601	36.085524	33.481525	32.256677	37.645421	39.428626	42.059194	44.368697
ENSMUSG00000032554	Trf	34.81556	25.245307	20.737688	25.710916	10.194053	27.542837	21.025629	26.140662
ENSMUSG00000032555	Topbp1	111.408264	122.497578	112.264003	120.6335	110.123444	116.834481	104.373989	109.686355
ENSMUSG00000032556	Bfsp2	0	0	0	0	0	0	0	0
ENSMUSG00000032557	Uba5	30.566638	30.196902	31.513359	28.464798	38.824211	36.777652	34.971019	33.410919
ENSMUSG00000032558	Nphp3	1.912564	2.268341	2.116212	3.352107	2.812076	2.10018	1.906906	1.629553
ENSMUSG00000032560	Dnajc13	34.269017	38.153508	36.423633	40.339032	45.213165	45.779664	39.441229	43.149289
ENSMUSG00000032561	Acpp	19.860912	17.343835	23.201711	9.75616	2.333761	1.602192	2.108098	1.664048
ENSMUSG00000032562	Gnai2	1647.98608	1583.99811	1584.663859	1422.312683	1100.69483	1122.483554	1140.181206	1162.784624
ENSMUSG00000032563	Mrpl3	67.280714	78.389136	71.668299	71.544678	78.90371	74.896676	95.454899	85.194315
ENSMUSG00000032564	Cpne4	0	0	0	0	0	0	0	0
ENSMUSG00000032565	Nudt16	5.959007	7.495752	7.063401	10.417481	5.948586	8.096475	5.002457	5.370662
ENSMUSG00000032566	Nudt16l2	0	0	0	0	0	0	0	0
ENSMUSG00000032567	Aste1	7.349404	7.124496	8.377947	8.310164	8.723247	5.742841	7.64362	9.143171
ENSMUSG00000032570	Atp2c1	90.726639	92.60818	87.155989	87.985657	83.73216	72.310675	74.323959	82.3001
ENSMUSG00000032571	Pik3r4	18.860336	16.194693	16.269365	18.83798	18.462586	18.125792	15.083732	17.429566
ENSMUSG00000032572	Col6a4	0	0	0	0	0	0	0	0
ENSMUSG00000032575	Manf	239.73884	243.13919	207.528185	200.977788	336.094976	327.209802	326.463511	333.713741
ENSMUSG00000032577	Mapkapk3	69.863324	66.076609	66.836588	68.082766	42.557575	51.870302	60.502564	44.943549
ENSMUSG00000032578	Cish	0.815185	0.415116	0.934138	0.442792	0.874797	0.770326	0.252719	1.785465
ENSMUSG00000032579	Hemk1	5.687164	5.716673	3.275195	3.321012	2.338139	3.672414	2.801867	6.032338
ENSMUSG00000032580	Rbm5	89.793033	82.821326	94.930008	78.598685	75.230152	80.852126	75.781605	73.102242
ENSMUSG00000032582	Rbm6	41.957515	45.489991	46.10013	40.68161	37.853279	37.186857	43.338322	37.268155
ENSMUSG00000032583	Mon1a	12.141862	13.001547	13.783325	10.817066	11.011101	11.379804	12.661135	11.531727
ENSMUSG00000032584	Mst1r	0	0	0	0	0	0	0	0
ENSMUSG00000032586	Traip	18.877929	24.782895	24.66131	21.6413	25.825782	24.013513	26.392572	23.019558
ENSMUSG00000032589	Bsn	1.893672	2.009952	2.888844	3.159489	5.119808	5.032445	4.27638	5.48109
ENSMUSG00000032590	Apeh	48.001613	39.263719	44.177012	36.64921	40.695454	39.530724	35.931913	33.454751
ENSMUSG00000032591	Mst1	0.334547	1.096429	0.428804	0.701713	0.036935	0.16755	0.502789	0.267188
ENSMUSG00000032593	Amigo3	2.961945	1.788136	2.046453	2.575392	1.300636	1.511367	1.712814	1.759439
ENSMUSG00000032594	Ip6k1	33.610461	33.977848	36.828612	38.744123	29.728731	36.412971	26.744079	26.13265
ENSMUSG00000032595	Cdhr4	0.735761	1.120995	0.938022	0.184966	0.078352	0	0.467704	0.470941
ENSMUSG00000032596	Uba7	32.722607	26.930165	46.247123	26.03675	22.146736	28.229092	20.300641	19.048068
ENSMUSG00000032598	Nckipsd	18.619595	19.379808	27.647048	14.726245	13.538531	16.305643	13.677943	15.869848
ENSMUSG00000032599	Ip6k2	28.883119	20.518963	27.81141	22.744147	28.0955	23.073933	21.351938	23.58846
ENSMUSG00000032601	Prkar2a	64.883172	73.498309	53.243378	62.191357	79.550765	57.890263	63.177529	79.559771
ENSMUSG00000032602	Slc25a20	29.662121	25.72336	35.777695	22.42013	23.635452	24.121954	28.995938	26.12418
ENSMUSG00000032604	Qars	127.665073	120.003041	123.42354	132.177058	123.455725	129.580844	117.373217	122.552923
ENSMUSG00000032606	Nicn1	13.350388	6.323762	9.712428	11.50781	9.822571	11.138992	10.25781	9.52964
ENSMUSG00000032607	Amt	0.613363	0.544555	1.143412	2.355412	1.289441	1.853489	1.134423	1.227903
ENSMUSG00000032609	Klhdc8b	1.513506	0.370834	0.552708	0.429162	0.97692	1.044019	1.295862	1.343066
ENSMUSG00000032611	1700102P08Rik	0.403457	0.258611	0.20912	0.183039	0.311629	0.36756	0.416874	0.489255
ENSMUSG00000032612	Usp4	79.005269	82.718703	74.79644	76.246259	71.650201	68.742477	71.813703	76.743373
ENSMUSG00000032615	Nt5m	15.869862	14.994774	16.694097	15.979388	14.813581	16.03479	16.694444	18.005255
ENSMUSG00000032621	Srek1	40.885839	47.153902	57.138015	43.075047	46.746963	46.6125	40.715099	42.036133
ENSMUSG00000032623	Oas1d	0.052772	0	0.052493	0	0.040699	0	0	0
ENSMUSG00000032624	Eml4	21.760941	22.357936	20.045714	19.740338	18.967959	21.706842	23.055662	20.917974
ENSMUSG00000032625	Thsd7a	0	0	0	0	0	0	0	0
ENSMUSG00000032633	Flcn	26.940533	27.219082	30.872936	23.736195	26.18152	28.902759	24.997824	25.116929
ENSMUSG00000032637	Atxn2l	120.950141	134.988303	125.19059	131.205243	114.83379	118.824652	119.618692	118.444153
ENSMUSG00000032640	Chsy1	12.10044	13.581375	12.551314	12.298144	11.938657	12.165592	15.160336	14.826004
ENSMUSG00000032641	Gpr19	1.00007	1.858901	2.049713	4.737432	3.59619	3.223256	1.872668	2.890848
