gene_id	gene_name	KO.F_1	KO.F_2	KO.M_1	KO.M_2	WT.F_1	WT.F_2	WT.M_1	WT.M_2
ENSMUSG00000043635	Adamts3	1	1	0	0	0	0	0	0
ENSMUSG00000043639	Rbm20	3	6	3	6	8	6	3	3
ENSMUSG00000043648	Pld6	1	2	0	1	1	2	3	5
ENSMUSG00000043659	Npsr1	0	0	0	0	0	0	0	0
ENSMUSG00000043664	Tmem221	41	58	54	53	67	80	44	59
ENSMUSG00000043668	Tox3	16	12	5	6	0	0	0	1
ENSMUSG00000043670	Diras1	0	3	0	0	3	0	0	1
ENSMUSG00000043671	Dpy19l3	10	15	7	17	22	8	8	4
ENSMUSG00000043673	Kcns3	0	0	0	0	0	0	0	0
ENSMUSG00000043681	Fam25c	0	0	0	0	0	0	0	0
ENSMUSG00000043683	Fem1a	1271	1497.982	1351	1397	1495	1268.994	1133	1243
ENSMUSG00000043687	1190005I06Rik	1.312	1.726	2.875	1.488	5.217	1.315	4.471	4
ENSMUSG00000043692	Olfr399	0	0	0	0	0	0	0	0
ENSMUSG00000043698	Olfr62	0	0	0	0	0	0	0	0
ENSMUSG00000043702	Pde12	612	739	612	726	919	731	670	715
ENSMUSG00000043705	Capn13	0	0	0	0	0	0	0	0
ENSMUSG00000043715	Olfr1326-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000043716	Rpl7	10164	12876	9189	11937	12196	10584.001	9462.999	9481.999
ENSMUSG00000043719	Col6a6	0	0	0	0	0	0	0	0
ENSMUSG00000043727	F830045P16Rik	0	0	0	2	1	0	0	0
ENSMUSG00000043733	Ptpn11	2623.001	3236	2621	3162	3378.001	2924	2804	2895.001
ENSMUSG00000043740	B430306N03Rik	1431.263	1850.694	1614.323	1411.522	1585.163	1358.295	1266.558	1395.33
ENSMUSG00000043747	1520401A03Rik	2	1	0	1	0	2	0	0
ENSMUSG00000043753	Dmrta1	0	0	0	0	0	0	0	0
ENSMUSG00000043760	Pkhd1	0	0	0	0	1	0	0	0
ENSMUSG00000043782	Bicdl2	0	0	0	1	1	0	0	0
ENSMUSG00000043787	Defb12	0	0	0	0	0	0	0	0
ENSMUSG00000043789	Vwce	0	0	0	0	0	0	0	0
ENSMUSG00000043795	Prr33	0	1	0	0	0	0	0	0
ENSMUSG00000043807	Ly6g5b	8	7	8	3	8	7	4	6
ENSMUSG00000043811	Rtn4r	0	2	2	1	5	6	3	7
ENSMUSG00000043822	Adamtsl5	13	26	20	34	77	47	35	59.999
ENSMUSG00000043827	Olfr94	0	0	0	0	0	0	0	0
ENSMUSG00000043831	Lysmd4	81	83	62	121.001	122	108	115	113
ENSMUSG00000043832	Clec4a3	1187	1470	961	777	308	216	158	188
ENSMUSG00000043843	Tmem145	0	0	0	0	0	0	0	1
ENSMUSG00000043850	Clrn1	0	0	0	0	0	0	0	0
ENSMUSG00000043855	Olfr479	0	0	0	0	0	0	0	0
ENSMUSG00000043857	Mgat5b	0	0	0	0	0	0	0	0
ENSMUSG00000043865	Tas2r118	0	0	0	0	0	0	0	0
ENSMUSG00000043866	Taf10	1160.999	1378.999	1204	1488.999	1488	1303.999	1199.001	1195
ENSMUSG00000043872	Zmym1	264	360.999	297	355	387.001	360.999	336	314
ENSMUSG00000043873	Chil5	0	0	0	0	0	0	0	0
ENSMUSG00000043880	Olfr323	0	0	0	0	0	0	0	0
ENSMUSG00000043881	Kbtbd7	299.484	321.986	345.902	351.287	368.078	336.285	263.885	276.891
ENSMUSG00000043885	Slc36a4	1238	1413	1437	1226	1760	1618	1350	1526
ENSMUSG00000043892	Olfr1018	0	0	0	0	0	0	0	0
ENSMUSG00000043895	S1pr2	1020	1251	1313	1029	1470	1440	1306	1446
ENSMUSG00000043897	Vmn2r2	0	0	0	0	0	0	0	0
ENSMUSG00000043903	Zfp469	18	11	39	49	80	113	56	86
ENSMUSG00000043909	Trp53bp1	583.001	722.999	630	716	1004.999	892	795.999	916.001
ENSMUSG00000043911	Olfr922	0	0	0	0	0	0	0	0
ENSMUSG00000043913	Ccdc60	0	0	0	0	0	0	0	0
ENSMUSG00000043923	Ccdc84	169.999	200.001	226.001	156.001	161.999	155	141	135
ENSMUSG00000043924	Ncmap	1	1	0	1	1	0	2	2
ENSMUSG00000043925	Olfr544	0	0	0	0	0	0	0	0
ENSMUSG00000043929	Klhl15	132.999	146.001	147.999	175.001	163	162	113	131
ENSMUSG00000043931	Gimap7	0	0	0	0	0	0	0	0
ENSMUSG00000043932	Klri2	0	0	0	0	0	0	0	0
ENSMUSG00000043939	A530064D06Rik	91.737	134.306	88.676	59.457	167.836	199.674	200.442	188.67
ENSMUSG00000043940	Wdfy3	4474	5565.999	5113	5311.999	6715.001	6330	4696	5730
ENSMUSG00000043943	Naalad2	0	0	0	0	0	0	0	0
ENSMUSG00000043945	Adam6a	0	0	0	0	0	0	0	0
ENSMUSG00000043948	Olfr691	0	0	0	0	0	0	0	0
ENSMUSG00000043953	Ccrl2	111	212	112.001	163	130	150	113	126.001
ENSMUSG00000043962	Thrap3	5017.001	5959.998	5106.001	6007	5998.001	5525.999	4423	5029
ENSMUSG00000043964	Orai3	494	549	513	568	473	419	350	394
ENSMUSG00000043969	Emx2	0	0	0	0	0	0	0	0
ENSMUSG00000043972	Opn5	0	0	0	0	0	0	0	0
ENSMUSG00000043982	Krtap19-4	0	0	0	0	0	0	0	0
ENSMUSG00000043986	Spata31d1d	0	0	0	0	0	0	0	0
ENSMUSG00000043987	Cep164	649.999	762	577.001	877.999	968	948	687	794.999
ENSMUSG00000043991	Pura	939	1091	1050	1052	1137	1095	874	963
ENSMUSG00000043998	Mgat2	2757	3121	2787	2855	3431	3082	3005	3009
ENSMUSG00000043999	Gpr75	0	0	0	0	0	0	0	0
ENSMUSG00000044005	Gls2	6	2	11	2	6	4	2	3
ENSMUSG00000044006	Cilp2	0	0	0	0	3	0	0	1
ENSMUSG00000044014	Npy5r	0	0	0	0	0	0	0	0
ENSMUSG00000044017	Adgrd1	0	1	1	0	0	0	0	0
ENSMUSG00000044018	Mrpl50	541	674	506	588	766	638	600	647
ENSMUSG00000044021	Muc19	0	0	2	0	0	0	0	0
ENSMUSG00000044022	Pcdhb21	0	0	0	0	0	0	0	0
ENSMUSG00000044024	Rell2	17	28.999	32	17	17.999	19.001	33.001	32
ENSMUSG00000044025	Olfr790	0	0	0	0	0	0	0	0
ENSMUSG00000044026	Slc35g1	284	316	308	303	332	271	343	322
ENSMUSG00000044029	Olfr178	0	0	0	0	0	0	0	0
ENSMUSG00000044030	Irf2bp1	489	655	569	618	677	679	470	551
ENSMUSG00000044033	Ccdc141	0	0	0	0	0	1	0	1
ENSMUSG00000044034	Npb	0	1	0	1	1	0	0	1
ENSMUSG00000044037	Als2cl	230	183	72	169	244	241	131	185
ENSMUSG00000044039	Olfr1288	0	0	0	0	0	0	0	0
ENSMUSG00000044040	Olfr1497	0	0	0	0	0	0	0	0
ENSMUSG00000044041	Krt13	0	0	0	0	0	0	0	0
ENSMUSG00000044042	Fmn1	655	757	695	673	1586.999	1354	1107.999	1408
ENSMUSG00000044043	Pcdhb14	0	0	0	0	0	0	0	0
ENSMUSG00000044052	Ccr10	0	0	0	0	0	0	0	1
ENSMUSG00000044055	Otos	3	3	5	8	10	5	3	4
ENSMUSG00000044056	Efcab9	3	5	3	2	2	0	0	1
ENSMUSG00000044066	Cep68	481	565.001	509.001	660.999	733	634.999	629.999	612.999
ENSMUSG00000044067	Gpr22	0	0	0	0	0	0	0	0
ENSMUSG00000044068	Zrsr1	111	124	130	118	107	90	64	63
ENSMUSG00000044071	Tafa2	0	0	0	0	0	0	0	0
ENSMUSG00000044072	Eml6	150	153	155	119	66	56	53	50
ENSMUSG00000044080	S100a1	1068	1292	1187	1032	886	761	653	729
ENSMUSG00000044083	Efcab8	0	2	0	4	0	3	0	3
ENSMUSG00000044084	Spem2	0	0	0	0	0	0	0	0
ENSMUSG00000044086	Lmod3	0	0	0	0	0	0	0	0
ENSMUSG00000044092	C130050O18Rik	792.001	936.999	859	869.001	522	484.999	545	525.001
ENSMUSG00000044098	Rsbn1	600	751	662	674	675.999	689	577	672
ENSMUSG00000044103	Il1f9	7	12	10	1	1	5	2	3
ENSMUSG00000044106	Olfr868	0	0	0	0	0	0	0	0
ENSMUSG00000044117	2900011O08Rik	0	0	0	0	0	1	0	0
ENSMUSG00000044120	Olfr683	0	0	0	0	0	0	0	0
ENSMUSG00000044121	5430402E10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000044122	Proca1	2	2	1	0	0	1	0	0
ENSMUSG00000044134	Pheta1	141	176	132	202	203	189	163	180
ENSMUSG00000044139	Prss53	5	6	8	7	0	1.443	0	3
ENSMUSG00000044145	1810024B03Rik	18	24	9	42	23	20	23	31
ENSMUSG00000044147	Arf6	3417	4380	3291	4847	4903	4164	4114	4145
ENSMUSG00000044148	1810030O07Rik	807	1014	739	881	1091	968	805	929
ENSMUSG00000044149	Nkrf	195	260	230	221	321	250	217	211
ENSMUSG00000044150	Bclaf3	243.999	270	235	338	294	261	255.001	249
ENSMUSG00000044155	Lsm8	428	533.999	362	463	615.999	551.999	459	490
ENSMUSG00000044156	Hepacam2	4	4	3	3	3	1	0	0
ENSMUSG00000044162	Tnip3	2830.999	4101	2461.999	2871.001	3490	2444.999	2685.999	2925.999
ENSMUSG00000044164	Rnf182	0	0	0	0	0	0	0	0
ENSMUSG00000044165	Bcl2l15	0	1	1	1	0	1	0	2
ENSMUSG00000044167	Foxo1	330	422	340	410	310	291	239	282
ENSMUSG00000044170	Olfr1384	0	0	0	0	0	0	0	0
ENSMUSG00000044172	Ptx4	0	0	0	0	0	0	0	0
ENSMUSG00000044176	Spink10	0	0	0	0	0	0	1	0
ENSMUSG00000044177	Wfikkn2	1	3	0	0	10	4	1	3
ENSMUSG00000044186	Nkx2-6	0	0	0	0	0	0	0	0
ENSMUSG00000044197	Gpr146	481	632	615	442	420	390.999	256	334.001
ENSMUSG00000044199	S1pr4	100	89	86	68	31	17	10	10
ENSMUSG00000044201	Cdc25c	294.999	399	303	415	471	428.001	382.999	396.999
ENSMUSG00000044205	Olfr983	0	0	0	0	0	0	0	0
ENSMUSG00000044206	Vsig4	0	0	0	0	0	0	0	0
ENSMUSG00000044213	Olfr1094	0	0	0	0	0	0	0	0
ENSMUSG00000044216	Kcnj4	0	0	0	0	0	0	0	0
ENSMUSG00000044217	Aqp5	0	0	0	0	0	0	0	0
ENSMUSG00000044220	Nkx2-3	0	0	0	0	0	0	0	0
ENSMUSG00000044221	Grsf1	1258	1472	1230	1492.001	1764.001	1597	1388.999	1486
ENSMUSG00000044222	Defb13	0	0	0	0	0	0	0	0
ENSMUSG00000044224	Dnajc21	333	417.999	355.999	449	584	521.001	451.001	393
ENSMUSG00000044227	Gm9789	0	0	0	0	0	0	0	0
ENSMUSG00000044229	Nxpe4	278	354	150	145	52	36	22	22
ENSMUSG00000044231	Nhlrc1	26	46	24	28	44	42	36	28
ENSMUSG00000044243	Bhlha9	0	1	0	0	0	1	0	0
ENSMUSG00000044244	Il20rb	41	62.999	42	49.001	50	40	41	39
ENSMUSG00000044248	Vmn1r45	0	0	0	0	0	0	0	0
ENSMUSG00000044249	Defb29	0	0	0	0	0	0	0	0
ENSMUSG00000044250	Pced1b	211	255	210	185.001	220.999	226	207	216
ENSMUSG00000044252	Osbpl1a	374.999	518.001	353.999	660.001	688	628.001	497	564
ENSMUSG00000044254	Pcsk9	0	0	0	0	0	1	0	0
ENSMUSG00000044258	Ctla2a	3	1	1.012	1	9.052	14.117	3.137	4
ENSMUSG00000044265	Olfm5	0	0	0	0	0	0	0	0
ENSMUSG00000044279	Crb3	0	1	2	1	0	0	0	0
ENSMUSG00000044286	Olfr221	0	0	0	0	0	0	0	0
ENSMUSG00000044287	Nrn1l	1	0	2	3	0	0	1	0
ENSMUSG00000044288	Cnr1	0	0	0	0	0	0	0	0
ENSMUSG00000044292	Olfr978	0	0	0	0	0	0	0	0
ENSMUSG00000044293	Olfr794	0	0	0	0	0	0	0	0
ENSMUSG00000044294	Krt84	0	0	0	0	0	0	0	0
ENSMUSG00000044296	Zfp879	0	1	0	0	0	1	0	0
ENSMUSG00000044303	Cdkn2a	4	9	5	15	27	14	18	10
ENSMUSG00000044308	Ubr3	1627	1988	1701	1988	2163.001	1914	1704	1881.001
ENSMUSG00000044309	Apol7c	2	19	0	3	1	2	1	0
ENSMUSG00000044312	Neurog3	0	0	0	0	0	0	0	0
ENSMUSG00000044313	Mab21l3	3	3	0	2	1	3	1	1
ENSMUSG00000044317	Gpr4	1	0	2	0	6	1	1	1
ENSMUSG00000044320	1700001O22Rik	0	1	0	0	2	0	0	0
ENSMUSG00000044322	Dsc1	0	0	0	0	0	0	0	0
ENSMUSG00000044328	Trp53i13	209	195	227	241.999	202	177	161.001	143.999
ENSMUSG00000044337	Ackr3	0	0	0	0	0	0	0	0
ENSMUSG00000044338	Aplnr	0	0	0	0	0	0	0	0
ENSMUSG00000044339	Alkbh2	28	48	45	48	65	51	29	74
ENSMUSG00000044340	Phlpp1	330	466	386	468	482	354	228	286
ENSMUSG00000044345	Marveld1	1485	1897	2321	1282	1325	1057	809	963
ENSMUSG00000044348	Slc25a53	26	51	38	45	50.999	52	36	44.999
ENSMUSG00000044349	Snhg11	6	11	17	6	13	8	9	8
ENSMUSG00000044350	Lacc1	313	404	140	412	486	367	202	343
ENSMUSG00000044352	Sowaha	0	0	0	0	0	0	0	0
ENSMUSG00000044359	P2ry4	0	0	0	0	1	0	0	0
ENSMUSG00000044361	BC024139	0	0	0	0	0	0	0	0
ENSMUSG00000044362	Ccdc89	2	2	0	4	6	5	4	3
ENSMUSG00000044364	Tmem74b	0	0	0	0	0	0	0	0
ENSMUSG00000044365	Cxxc4	0	0	0	0	0	0	0	0
ENSMUSG00000044367	Slc16a13	195	225	185	173	277	214	194	247
ENSMUSG00000044375	Pcare	0	0	0	0	0	0	0	0
ENSMUSG00000044378	Slc15a5	0	0	0	0	0	0	0	0
ENSMUSG00000044390	Tigd3	31	47	29	50	39	25	33	35
ENSMUSG00000044393	Dsg2	0	0	0	0	0	0	0	0
ENSMUSG00000044400	Sowahd	1	0	0	0	0	0	0	0
ENSMUSG00000044405	Adig	0	0	0	0	0	0	0	0
ENSMUSG00000044408	Sptssa	1540	1802	1577	2250	2613	2437	1874	2022
ENSMUSG00000044429	Cryga	0	0	0	0	0	1	0	0
ENSMUSG00000044430	Klk12	0	0	0	0	0	0	0	0
ENSMUSG00000044433	Camsap3	25	29	13	4	123.001	51	31	65.999
ENSMUSG00000044441	Olfr1442	0	0	0	0	0	0	0	0
ENSMUSG00000044442	N6amt1	260	332	286.999	292.999	379.999	259	236	291.001
ENSMUSG00000044444	Pfn3	0	0	0	0	0	0	0	0
ENSMUSG00000044447	Dock5	3882	4341	4787.001	4063	2792	2896	2436	2874
ENSMUSG00000044452	Zfp507	0	0	1	2	2	0	1	0
ENSMUSG00000044453	Ffar1	0	0	0	0	0	1	0	0
ENSMUSG00000044454	Olfr867	0	0	0	0	0	0	0	0
ENSMUSG00000044456	Rin3	2382	2736.999	2767.001	2667	1393	1239	1092	1148.999
ENSMUSG00000044461	Shisa2	0	0	0	0	3	3	1	1
ENSMUSG00000044465	Fam160a2	386.999	370.001	348.999	430	401.001	448.999	331	368
ENSMUSG00000044468	Tent5c	70	88	59	165	255	294	211	182
ENSMUSG00000044469	Tnfaip8l1	149	153	133	190	187	130	152	142
ENSMUSG00000044475	Ascc1	294.999	356.999	330	384	315	287	233	237
ENSMUSG00000044477	Zfand3	1104.001	1359.001	1396	1501	1339.001	1260	1044.999	1216
ENSMUSG00000044485	Klk1b11	39	79	29	58	6	8	4	2
ENSMUSG00000044487	Olfr1112	0	0	0	0	0	0	0	0
ENSMUSG00000044496	2510039O18Rik	1926	2175	1824	2074	2411	2187	1830	2140
ENSMUSG00000044499	Hs3st5	0	0	0	0	0	0	0	0
ENSMUSG00000044501	Zfp758	199	178	160	151.742	135	136	88	108
ENSMUSG00000044502	Bod1	224	253	203	215	304	273	240	266
ENSMUSG00000044505	Lingo4	0	0	0	0	0	0	0	0
ENSMUSG00000044518	Foxe3	0	0	0	0	0	1	0	0
ENSMUSG00000044519	Zfp488	0	0	0	0	0	1	0	0
ENSMUSG00000044526	Znrf4	0	0	0	0	0	0	0	0
ENSMUSG00000044528	Tram1l1	0	0	0	0	0	0	0	0
ENSMUSG00000044533	Rps2	17567	20672.001	14717.001	21197.001	26623	22560	19838	19209
ENSMUSG00000044534	Ackr2	0	0	0	0	0	0	0	0
ENSMUSG00000044542	Prop1	0	0	0	0	0	0	0	0
ENSMUSG00000044548	Dact1	0	1	4	4	2	3	1	3
ENSMUSG00000044550	Tceal3	0	0	0	0	0	0	0	0
ENSMUSG00000044551	9930012K11Rik	69.001	91	54	86	103.001	136.001	67	91
ENSMUSG00000044556	Tex38	0	0	0	0	0	0	0	0
ENSMUSG00000044560	Olfr1302	0	0	0	0	0	0	0	0
ENSMUSG00000044562	Rasip1	4	6	1	2	14	7	12	7
ENSMUSG00000044566	Cage1	10	19	9	13	18	5	12	13
ENSMUSG00000044573	Acp1	922	1117	930	1109	1375	1215	1066	1166
ENSMUSG00000044576	Garem2	0	0	0	0	0	0	0	0
ENSMUSG00000044581	4932415D10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000044583	Tlr7	2493.999	3102	3737	2797	4005	3907	3166	3159
ENSMUSG00000044594	Serpinb3a	0	0	0	0	0	0	0	0
ENSMUSG00000044595	Dnd1	8	19	12	16	8	12	19	8
ENSMUSG00000044597	Mycs	0	0	0	0	0	0	0	0
ENSMUSG00000044600	Smim7	879	1190.001	904	1073	1160	1034	995	1013
ENSMUSG00000044617	Zbtb39	163	192	111	205	189	182	107	138
ENSMUSG00000044624	Gm4922	0	0	0	0	0	0	0	0
ENSMUSG00000044626	Liph	0	2	1	0	4	5	0	4
ENSMUSG00000044627	Swi5	1274.999	1546.999	1249	1522.001	2016.999	1803	1571.999	1597
ENSMUSG00000044628	Rnf208	1	4	1	2	0	1	0	2
ENSMUSG00000044629	Cnrip1	10	18.999	3	18	124	105.001	67	65
ENSMUSG00000044636	Csrnp2	57	70	82	51	117	82	100	100
ENSMUSG00000044641	Pard6b	3	2	15	9	5	5	1	6
ENSMUSG00000044646	Zbtb7c	0	0	0	0	0	0	0	0
ENSMUSG00000044647	Csrnp3	0	0	0	0	0	0	0	0
ENSMUSG00000044649	Krtap4-2	0	0	0	0	0	0	0	0
ENSMUSG00000044664	Prss42	0	0	0	0	0	0	0	0
ENSMUSG00000044667	Plppr4	0	2	0	0	0	0	0	0
ENSMUSG00000044674	Fzd1	18	25	8	8	19	16	2	12
ENSMUSG00000044676	Zfp612	0	0	0	0	0	0	0	0
ENSMUSG00000044678	Ly6k	0	0	0	0	0	0	0	0
ENSMUSG00000044681	Cnpy1	0	0	0	0	0	0	0	0
ENSMUSG00000044700	Tmem201	399.999	463.999	341.001	351	545.999	488	448	492
ENSMUSG00000044701	Il27	15	19	17	13	20	26	11	16
ENSMUSG00000044702	Palb2	373.999	406	394.001	365	453	371	341.001	357
ENSMUSG00000044703	Phf11a	45.463	115.114	45.27	20.398	82.809	73.475	24.32	26.599
ENSMUSG00000044705	Olfr670	0	0	0	0	0	0	0	0
ENSMUSG00000044707	Ccnjl	0	0	0	0	0	0	0	0
ENSMUSG00000044708	Kcnj10	763	822	1192	1110	647	741	423	424
ENSMUSG00000044709	Gemin7	492.001	624.001	525	604	637.999	554	569	556
ENSMUSG00000044712	Slc38a6	181.001	217.001	218.001	236	430	346	246.001	336
ENSMUSG00000044715	Gskip	453	529	391	493	519	435	355	381
ENSMUSG00000044716	Dok7	0	1	0	0	0	0	1	0
ENSMUSG00000044719	E230025N22Rik	0	0	0	1	4	1	0	0
ENSMUSG00000044724	Gpr152	2	0	0	1	0	0	0	0
ENSMUSG00000044726	Erich5	0	0	0	0	0	1	0	0
ENSMUSG00000044730	9930104L06Rik	292.001	283	271.999	251.001	293	287	223	257.999
ENSMUSG00000044734	Serpinb1a	34	42	12	18	3	15	8	4
ENSMUSG00000044737	Klk14	0	0	0	2	0	2	0	0
ENSMUSG00000044743	Defb10	0	0	0	0	0	0	0	0
ENSMUSG00000044748	Defb1	0	0	0	0	0	0	0	0
ENSMUSG00000044749	Abca6	41	47	53	58	12	5	4	8
ENSMUSG00000044763	Trmt10c	301	423	381	373	487	445	477	427
ENSMUSG00000044768	D1Ertd622e	2897.001	3635	3305	3477.999	3575	3165.001	2697.001	2750.999
ENSMUSG00000044770	Scml4	1	0	3	1	0	0	0	0
ENSMUSG00000044772	Sntn	0	0	0	0	0	0	0	0
ENSMUSG00000044783	Hjurp	4431	5503.999	4138.999	6015.001	5934	5358	4060	4178
ENSMUSG00000044786	Zfp36	918	1490	1009	937	1230	1016	951	1126
ENSMUSG00000044787	Spata32	0	5	2	5	2	0	1	0
ENSMUSG00000044788	Fads6	86	122	49	92	161	119	101	101
ENSMUSG00000044791	Setd2	2399.999	2920.999	2583	2856.001	2722.001	2467.999	2048.998	2306.999
ENSMUSG00000044792	Isca1	565.609	727.871	566.277	599	752.877	682.201	655.563	683.335
ENSMUSG00000044795	Cyb5d1	150	183	180.001	158	202	177	178	183
ENSMUSG00000044798	Olfr923	0	0	0	0	0	0	0	0
ENSMUSG00000044801	Olfr159	0	0	0	0	0	0	0	0
ENSMUSG00000044807	Zfp354c	11	15	21	10.999	30	21	15	9
ENSMUSG00000044811	Cd300c2	1760.583	2110.498	2209.792	2189.48	2002.727	1730.877	1557.249	1553.469
ENSMUSG00000044813	Shb	151	157	350	141	160	197	119	110
ENSMUSG00000044814	Olfr543	0	0	0	0	0	0	0	0
ENSMUSG00000044816	D630023F18Rik	13	12	9	18	6	19	7	2
ENSMUSG00000044819	Oxgr1	0	0	0	0	0	0	0	0
ENSMUSG00000044820	AY074887	0	0	1	0	0	0	0	4
ENSMUSG00000044824	Olfr545	0	0	0	0	0	0	0	0
ENSMUSG00000044827	Tlr1	329.238	504.155	228.284	341.587	429.732	353.033	260.041	259.513
ENSMUSG00000044835	Ankrd45	0	0	0	0	0	0	0	0
ENSMUSG00000044847	Lsm11	349	510	338	499	480	435	381	398
ENSMUSG00000044854	1700056E22Rik	3	8	4	10	2	4	6	5
ENSMUSG00000044857	Lemd2	705	957	741	915	861	870.999	718	743
ENSMUSG00000044860	Gm1123	1	1	0	1	1	0	0	0
ENSMUSG00000044863	Defb36	0	0	0	0	0	0	0	0
ENSMUSG00000044864	Ankrd50	658	692	571.999	745	1247.001	933	776.999	978
ENSMUSG00000044876	Zfp444	204.001	257	230.999	276	307.999	283	223	234.001
ENSMUSG00000044881	Coa4	149	204	139	188	205	193	192	174
ENSMUSG00000044894	Uqcrq	1053	1368	973.001	1369	1454.001	1301.001	1265	1153
ENSMUSG00000044897	Olfr821	0	0	0	0	0	0	0	0
ENSMUSG00000044899	Olfr649	0	0	0	0	0	0	0	0
ENSMUSG00000044903	Psg22	0	0	0	0	0	0	0	0
ENSMUSG00000044906	4930503L19Rik	628	789	635.001	1161	1215.001	1205.999	978	990
ENSMUSG00000044912	Syt16	2	0	0	0	6	3	0	1
ENSMUSG00000044916	1700029I15Rik	6	8	4	10	11	14	3	1
ENSMUSG00000044921	Rassf9	0	0	0	0	0	0	0	0
ENSMUSG00000044923	Olfr1030	0	0	0	0	0	0	0	0
ENSMUSG00000044927	H1fx	40	62	43	71	141	133	90	71
ENSMUSG00000044933	Sstr3	0	0	0	0	0	0	0	0
ENSMUSG00000044934	Zfp367	1078	1328	1115.999	1452.001	1399	1400.999	980.999	1029
ENSMUSG00000044937	Ttc41	8	6	8	15	13	16	3	7
ENSMUSG00000044938	Klhl31	0	0	0	0	0	0	0	0
ENSMUSG00000044948	Cfap43	0	1	0	1	1	0	0	0
ENSMUSG00000044949	Ubtd2	48	53	42	47	48	42	53	58
ENSMUSG00000044950	Pwwp2a	393.001	554	488	476.999	561	534	380.001	412
ENSMUSG00000044951	Mylk4	0	0	0	0	0	0	0	0
ENSMUSG00000044952	Kctd21	123	122	135	128	167	129	124	142
ENSMUSG00000044957	Pp2d1	0	0	0	0	0	0	0	0
ENSMUSG00000044966	Fbxo48	94	112	94	127	139	125	97	76
ENSMUSG00000044968	Napepld	105	109	115	114	240	174	134	170
ENSMUSG00000044976	Wdr72	0	0	0	0	0	0	0	0
ENSMUSG00000044982	Sft2d3	75	121	102	135	104	94	92	112
ENSMUSG00000044985	Olfr124	0	0	0	0	0	0	0	0
ENSMUSG00000044986	Tst	26	13	7	31	15	22	11	23
ENSMUSG00000044988	Ucn3	0	0	0	0	0	0	0	0
ENSMUSG00000044991	Shld1	54	93	52	62	84	89	62	40
ENSMUSG00000044994	Olfr1426	0	0	0	0	0	0	0	0
ENSMUSG00000045004	Spata21	0	0	0	0	0	0	0	0
ENSMUSG00000045005	Fzd5	221	275	245	281	457	448	345	448
ENSMUSG00000045007	Tubg2	1.011	3.05	2.042	4.068	1.013	2.044	0	2.04
ENSMUSG00000045009	Prrt3	0	1	1	0	0	0	0	0
ENSMUSG00000045010	Gm4779	0	0	15	4	0	0	0	0
ENSMUSG00000045013	Olfr711	0	0	0	0	0	0	0	0
ENSMUSG00000045019	Acer1	0	0	0	0	0	0	0	0
ENSMUSG00000045022	1700024P04Rik	0	0	0	0	0	0	0	0
ENSMUSG00000045027	Prss22	3	3	3	5	2	2	2	0
ENSMUSG00000045030	Olfr1443	0	0	0	0	0	0	0	0
ENSMUSG00000045031	Cetn4	34	29	43	41	37	63	37	38
ENSMUSG00000045034	Ankrd34b	0	0	0	0	0	0	0	0
ENSMUSG00000045036	Tmem232	0	0	0	0	0	0	0	0
ENSMUSG00000045038	Prkce	192	220	155	274	92	112	82	62
ENSMUSG00000045039	Megf8	1009	1279	1053	1260	1469	1440	1152	1297
ENSMUSG00000045045	Lrfn4	61	113	49	116	243	231	160	206
ENSMUSG00000045052	Prlhr	0	0	0	0	0	0	0	0
ENSMUSG00000045053	Kcng3	0	2	2	3	4	1	0	0
ENSMUSG00000045062	Pcdhb7	0	0	0	0	0	0	0	0
ENSMUSG00000045064	Zc2hc1c	0	0	0	0	0	1	0	0
ENSMUSG00000045065	9930022D16Rik	0	2	1	2	12	4	2	9
ENSMUSG00000045071	E130308A19Rik	100.999	93	77	119.001	88.001	85	70	81
ENSMUSG00000045078	Rnf216	1208	1406.001	1223	1300	1268.999	1148	1065	1118.999
ENSMUSG00000045083	Lingo2	0	0	0	0	0	0	0	0
ENSMUSG00000045087	S1pr5	0	1	0	0	0	0	0	0
ENSMUSG00000045091	Aqp12	0	0	0	0	1	0	1	0
ENSMUSG00000045092	S1pr1	946	1057	908	1532	1185	1361	1205	1061
ENSMUSG00000045094	Arhgef37	506	627	617	211	18	20	10	19
ENSMUSG00000045095	Magi1	0	0	0	0	1	0	2	0
ENSMUSG00000045098	Kmt5b	895.999	1065.999	885.001	926.999	872.999	775.999	732	849.998
ENSMUSG00000045100	Slc25a26	96	129.001	106	123.999	132	140	145	135
ENSMUSG00000045102	Poln	1	4	6.004	9	11	9.028	1	7.021
ENSMUSG00000045103	Dmd	0	0	0	0	0	0	0	0
ENSMUSG00000045106	Ccdc73	6	2	5	14	0	5	2	5
ENSMUSG00000045107	Saysd1	80	122	149	111	136	117	107	110
ENSMUSG00000045109	Krtap4-7	0	0	0	0	0	0	0	0
ENSMUSG00000045111	Taar6	0	0	0	0	0	0	0	0
ENSMUSG00000045114	Prrt2	0	0	0	0	0	0	0	0
ENSMUSG00000045126	Olfr1445	0	0	0	0	0	2	0	0
ENSMUSG00000045128	Rpl18a	9370.999	12361	8566.001	11024.001	10851	9876.001	8512	8619.001
ENSMUSG00000045132	Olfr620	0	0	0	0	0	0	0	0
